"At Least","But Less Than",S,MJ,MS,HoH
0,5,0,0,0,0
5,15,1,1,1,1
15,25,2,2,2,2
25,50,4,4,4,4
50,75,6,6,6,6
75,100,9,9,9,9
100,125,11,11,11,11
125,150,14,14,14,14
150,175,16,16,16,16
175,200,19,19,19,19
200,225,21,21,21,21
225,250,24,24,24,24
250,275,26,26,26,26
275,300,29,29,29,29
300,325,31,31,31,31
325,350,34,34,34,34
350,375,36,36,36,36
375,400,39,39,39,39
400,425,41,41,41,41
425,450,44,44,44,44
450,475,46,46,46,46
475,500,49,49,49,49
500,525,51,51,51,51
525,550,54,54,54,54
550,575,56,56,56,56
575,600,59,59,59,59
600,625,61,61,61,61
625,650,64,64,64,64
650,675,66,66,66,66
675,700,69,69,69,69
700,725,71,71,71,71
725,750,74,74,74,74
750,775,76,76,76,76
775,800,79,79,79,79
800,825,81,81,81,81
825,850,84,84,84,84
850,875,86,86,86,86
875,900,89,89,89,89
900,925,91,91,91,91
925,950,94,94,94,94
950,975,96,96,96,96
975,1000,99,99,99,99
1000,1025,101,101,101,101
1025,1050,104,104,104,104
1050,1075,106,106,106,106
1075,1100,109,109,109,109
1100,1125,111,111,111,111
1125,1150,114,114,114,114
1150,1175,116,116,116,116
1175,1200,119,119,119,119
1200,1225,121,121,121,121
1225,1250,124,124,124,124
1250,1275,126,126,126,126
1275,1300,129,129,129,129
1300,1325,131,131,131,131
1325,1350,134,134,134,134
1350,1375,136,136,136,136
1375,1400,139,139,139,139
1400,1425,141,141,141,141
1425,1450,144,144,144,144
1450,1475,146,146,146,146
1475,1500,149,149,149,149
1500,1525,151,151,151,151
1525,1550,154,154,154,154
1550,1575,156,156,156,156
1575,1600,159,159,159,159
1600,1625,161,161,161,161
1625,1650,164,164,164,164
1650,1675,166,166,166,166
1675,1700,169,169,169,169
1700,1725,171,171,171,171
1725,1750,174,174,174,174
1750,1775,176,176,176,176
1775,1800,179,179,179,179
1800,1825,181,181,181,181
1825,1850,184,184,184,184
1850,1875,186,186,186,186
1875,1900,189,189,189,189
1900,1925,191,191,191,191
1925,1950,194,194,194,194
1950,1975,196,196,196,196
1975,2000,199,199,199,199
2000,2025,201,201,201,201
2025,2050,204,204,204,204
2050,2075,206,206,206,206
2075,2100,209,209,209,209
2100,2125,211,211,211,211
2125,2150,214,214,214,214
2150,2175,216,216,216,216
2175,2200,219,219,219,219
2200,2225,221,221,221,221
2225,2250,224,224,224,224
2250,2275,226,226,226,226
2275,2300,229,229,229,229
2300,2325,231,231,231,231
2325,2350,234,234,234,234
2350,2375,236,236,236,236
2375,2400,239,239,239,239
2400,2425,241,241,241,241
2425,2450,244,244,244,244
2450,2475,246,246,246,246
2475,2500,249,249,249,249
2500,2525,251,251,251,251
2525,2550,254,254,254,254
2550,2575,256,256,256,256
2575,2600,259,259,259,259
2600,2625,261,261,261,261
2625,2650,264,264,264,264
2650,2675,266,266,266,266
2675,2700,269,269,269,269
2700,2725,271,271,271,271
2725,2750,274,274,274,274
2750,2775,276,276,276,276
2775,2800,279,279,279,279
2800,2825,281,281,281,281
2825,2850,284,284,284,284
2850,2875,286,286,286,286
2875,2900,289,289,289,289
2900,2925,291,291,291,291
2925,2950,294,294,294,294
2950,2975,296,296,296,296
2975,3000,299,299,299,299
3000,3050,303,303,303,303
3050,3100,308,308,308,308
3100,3150,313,313,313,313
3150,3200,318,318,318,318
3200,3250,323,323,323,323
3250,3300,328,328,328,328
3300,3350,333,333,333,333
3350,3400,338,338,338,338
3400,3450,343,343,343,343
3450,3500,348,348,348,348
3500,3550,353,353,353,353
3550,3600,358,358,358,358
3600,3650,363,363,363,363
3650,3700,368,368,368,368
3700,3750,373,373,373,373
3750,3800,378,378,378,378
3800,3850,383,383,383,383
3850,3900,388,388,388,388
3900,3950,393,393,393,393
3950,4000,398,398,398,398
4000,4050,403,403,403,403
4050,4100,408,408,408,408
4100,4150,413,413,413,413
4150,4200,418,418,418,418
4200,4250,423,423,423,423
4250,4300,428,428,428,428
4300,4350,433,433,433,433
4350,4400,438,438,438,438
4400,4450,443,443,443,443
4450,4500,448,448,448,448
4500,4550,453,453,453,453
4550,4600,458,458,458,458
4600,4650,463,463,463,463
4650,4700,468,468,468,468
4700,4750,473,473,473,473
4750,4800,478,478,478,478
4800,4850,483,483,483,483
4850,4900,488,488,488,488
4900,4950,493,493,493,493
4950,5000,498,498,498,498
5000,5050,503,503,503,503
5050,5100,508,508,508,508
5100,5150,513,513,513,513
5150,5200,518,518,518,518
5200,5250,523,523,523,523
5250,5300,528,528,528,528
5300,5350,533,533,533,533
5350,5400,538,538,538,538
5400,5450,543,543,543,543
5450,5500,548,548,548,548
5500,5550,553,553,553,553
5550,5600,558,558,558,558
5600,5650,563,563,563,563
5650,5700,568,568,568,568
5700,5750,573,573,573,573
5750,5800,578,578,578,578
5800,5850,583,583,583,583
5850,5900,588,588,588,588
5900,5950,593,593,593,593
5950,6000,598,598,598,598
6000,6050,603,603,603,603
6050,6100,608,608,608,608
6100,6150,613,613,613,613
6150,6200,618,618,618,618
6200,6250,623,623,623,623
6250,6300,628,628,628,628
6300,6350,633,633,633,633
6350,6400,638,638,638,638
6400,6450,643,643,643,643
6450,6500,648,648,648,648
6500,6550,653,653,653,653
6550,6600,658,658,658,658
6600,6650,663,663,663,663
6650,6700,668,668,668,668
6700,6750,673,673,673,673
6750,6800,678,678,678,678
6800,6850,683,683,683,683
6850,6900,688,688,688,688
6900,6950,693,693,693,693
6950,7000,698,698,698,698
7000,7050,703,703,703,703
7050,7100,708,708,708,708
7100,7150,713,713,713,713
7150,7200,718,718,718,718
7200,7250,723,723,723,723
7250,7300,728,728,728,728
7300,7350,733,733,733,733
7350,7400,738,738,738,738
7400,7450,743,743,743,743
7450,7500,748,748,748,748
7500,7550,753,753,753,753
7550,7600,758,758,758,758
7600,7650,763,763,763,763
7650,7700,768,768,768,768
7700,7750,773,773,773,773
7750,7800,778,778,778,778
7800,7850,783,783,783,783
7850,7900,788,788,788,788
7900,7950,793,793,793,793
7950,8000,798,798,798,798
8000,8050,803,803,803,803
8050,8100,808,808,808,808
8100,8150,813,813,813,813
8150,8200,818,818,818,818
8200,8250,823,823,823,823
8250,8300,828,828,828,828
8300,8350,833,833,833,833
8350,8400,838,838,838,838
8400,8450,843,843,843,843
8450,8500,848,848,848,848
8500,8550,853,853,853,853
8550,8600,858,858,858,858
8600,8650,863,863,863,863
8650,8700,868,868,868,868
8700,8750,874,873,874,873
8750,8800,881,878,881,878
8800,8850,889,883,889,883
8850,8900,896,888,896,888
8900,8950,904,893,904,893
8950,9000,911,898,911,898
9000,9050,919,903,919,903
9050,9100,926,908,926,908
9100,9150,934,913,934,913
9150,9200,941,918,941,918
9200,9250,949,923,949,923
9250,9300,956,928,956,928
9300,9350,964,933,964,933
9350,9400,971,938,971,938
9400,9450,979,943,979,943
9450,9500,986,948,986,948
9500,9550,994,953,994,953
9550,9600,1001,958,1001,958
9600,9650,1009,963,1009,963
9650,9700,1016,968,1016,968
9700,9750,1024,973,1024,973
9750,9800,1031,978,1031,978
9800,9850,1039,983,1039,983
9850,9900,1046,988,1046,988
9900,9950,1054,993,1054,993
9950,10000,1061,998,1061,998
10000,10050,1069,1003,1069,1003
10050,10100,1076,1008,1076,1008
10100,10150,1084,1013,1084,1013
10150,10200,1091,1018,1091,1018
10200,10250,1099,1023,1099,1023
10250,10300,1106,1028,1106,1028
10300,10350,1114,1033,1114,1033
10350,10400,1121,1038,1121,1038
10400,10450,1129,1043,1129,1043
10450,10500,1136,1048,1136,1048
10500,10550,1144,1053,1144,1053
10550,10600,1151,1058,1151,1058
10600,10650,1159,1063,1159,1063
10650,10700,1166,1068,1166,1068
10700,10750,1174,1073,1174,1073
10750,10800,1181,1078,1181,1078
10800,10850,1189,1083,1189,1083
10850,10900,1196,1088,1196,1088
10900,10950,1204,1093,1204,1093
10950,11000,1211,1098,1211,1098
11000,11050,1219,1103,1219,1103
11050,11100,1226,1108,1226,1108
11100,11150,1234,1113,1234,1113
11150,11200,1241,1118,1241,1118
11200,11250,1249,1123,1249,1123
11250,11300,1256,1128,1256,1128
11300,11350,1264,1133,1264,1133
11350,11400,1271,1138,1271,1138
11400,11450,1279,1143,1279,1143
11450,11500,1286,1148,1286,1148
11500,11550,1294,1153,1294,1153
11550,11600,1301,1158,1301,1158
11600,11650,1309,1163,1309,1163
11650,11700,1316,1168,1316,1168
11700,11750,1324,1173,1324,1173
11750,11800,1331,1178,1331,1178
11800,11850,1339,1183,1339,1183
11850,11900,1346,1188,1346,1188
11900,11950,1354,1193,1354,1193
11950,12000,1361,1198,1361,1198
12000,12050,1369,1203,1369,1203
12050,12100,1376,1208,1376,1208
12100,12150,1384,1213,1384,1213
12150,12200,1391,1218,1391,1218
12200,12250,1399,1223,1399,1223
12250,12300,1406,1228,1406,1228
12300,12350,1414,1233,1414,1233
12350,12400,1421,1238,1421,1238
12400,12450,1429,1243,1429,1244
12450,12500,1436,1248,1436,1251
12500,12550,1444,1253,1444,1259
12550,12600,1451,1258,1451,1266
12600,12650,1459,1263,1459,1274
12650,12700,1466,1268,1466,1281
12700,12750,1474,1273,1474,1289
12750,12800,1481,1278,1481,1296
12800,12850,1489,1283,1489,1304
12850,12900,1496,1288,1496,1311
12900,12950,1504,1293,1504,1319
12950,13000,1511,1298,1511,1326
13000,13050,1519,1303,1519,1334
13050,13100,1526,1308,1526,1341
13100,13150,1534,1313,1534,1349
13150,13200,1541,1318,1541,1356
13200,13250,1549,1323,1549,1364
13250,13300,1556,1328,1556,1371
13300,13350,1564,1333,1564,1379
13350,13400,1571,1338,1571,1386
13400,13450,1579,1343,1579,1394
13450,13500,1586,1348,1586,1401
13500,13550,1594,1353,1594,1409
13550,13600,1601,1358,1601,1416
13600,13650,1609,1363,1609,1424
13650,13700,1616,1368,1616,1431
13700,13750,1624,1373,1624,1439
13750,13800,1631,1378,1631,1446
13800,13850,1639,1383,1639,1454
13850,13900,1646,1388,1646,1461
13900,13950,1654,1393,1654,1469
13950,14000,1661,1398,1661,1476
14000,14050,1669,1403,1669,1484
14050,14100,1676,1408,1676,1491
14100,14150,1684,1413,1684,1499
14150,14200,1691,1418,1691,1506
14200,14250,1699,1423,1699,1514
14250,14300,1706,1428,1706,1521
14300,14350,1714,1433,1714,1529
14350,14400,1721,1438,1721,1536
14400,14450,1729,1443,1729,1544
14450,14500,1736,1448,1736,1551
14500,14550,1744,1453,1744,1559
14550,14600,1751,1458,1751,1566
14600,14650,1759,1463,1759,1574
14650,14700,1766,1468,1766,1581
14700,14750,1774,1473,1774,1589
14750,14800,1781,1478,1781,1596
14800,14850,1789,1483,1789,1604
14850,14900,1796,1488,1796,1611
14900,14950,1804,1493,1804,1619
14950,15000,1811,1498,1811,1626
15000,15050,1819,1503,1819,1634
15050,15100,1826,1508,1826,1641
15100,15150,1834,1513,1834,1649
15150,15200,1841,1518,1841,1656
15200,15250,1849,1523,1849,1664
15250,15300,1856,1528,1856,1671
15300,15350,1864,1533,1864,1679
15350,15400,1871,1538,1871,1686
15400,15450,1879,1543,1879,1694
15450,15500,1886,1548,1886,1701
15500,15550,1894,1553,1894,1709
15550,15600,1901,1558,1901,1716
15600,15650,1909,1563,1909,1724
15650,15700,1916,1568,1916,1731
15700,15750,1924,1573,1924,1739
15750,15800,1931,1578,1931,1746
15800,15850,1939,1583,1939,1754
15850,15900,1946,1588,1946,1761
15900,15950,1954,1593,1954,1769
15950,16000,1961,1598,1961,1776
16000,16050,1969,1603,1969,1784
16050,16100,1976,1608,1976,1791
16100,16150,1984,1613,1984,1799
16150,16200,1991,1618,1991,1806
16200,16250,1999,1623,1999,1814
16250,16300,2006,1628,2006,1821
16300,16350,2014,1633,2014,1829
16350,16400,2021,1638,2021,1836
16400,16450,2029,1643,2029,1844
16450,16500,2036,1648,2036,1851
16500,16550,2044,1653,2044,1859
16550,16600,2051,1658,2051,1866
16600,16650,2059,1663,2059,1874
16650,16700,2066,1668,2066,1881
16700,16750,2074,1673,2074,1889
16750,16800,2081,1678,2081,1896
16800,16850,2089,1683,2089,1904
16850,16900,2096,1688,2096,1911
16900,16950,2104,1693,2104,1919
16950,17000,2111,1698,2111,1926
17000,17050,2119,1703,2119,1934
17050,17100,2126,1708,2126,1941
17100,17150,2134,1713,2134,1949
17150,17200,2141,1718,2141,1956
17200,17250,2149,1723,2149,1964
17250,17300,2156,1728,2156,1971
17300,17350,2164,1733,2164,1979
17350,17400,2171,1738,2171,1986
17400,17450,2179,1744,2179,1994
17450,17500,2186,1751,2186,2001
17500,17550,2194,1759,2194,2009
17550,17600,2201,1766,2201,2016
17600,17650,2209,1774,2209,2024
17650,17700,2216,1781,2216,2031
17700,17750,2224,1789,2224,2039
17750,17800,2231,1796,2231,2046
17800,17850,2239,1804,2239,2054
17850,17900,2246,1811,2246,2061
17900,17950,2254,1819,2254,2069
17950,18000,2261,1826,2261,2076
18000,18050,2269,1834,2269,2084
18050,18100,2276,1841,2276,2091
18100,18150,2284,1849,2284,2099
18150,18200,2291,1856,2291,2106
18200,18250,2299,1864,2299,2114
18250,18300,2306,1871,2306,2121
18300,18350,2314,1879,2314,2129
18350,18400,2321,1886,2321,2136
18400,18450,2329,1894,2329,2144
18450,18500,2336,1901,2336,2151
18500,18550,2344,1909,2344,2159
18550,18600,2351,1916,2351,2166
18600,18650,2359,1924,2359,2174
18650,18700,2366,1931,2366,2181
18700,18750,2374,1939,2374,2189
18750,18800,2381,1946,2381,2196
18800,18850,2389,1954,2389,2204
18850,18900,2396,1961,2396,2211
18900,18950,2404,1969,2404,2219
18950,19000,2411,1976,2411,2226
19000,19050,2419,1984,2419,2234
19050,19100,2426,1991,2426,2241
19100,19150,2434,1999,2434,2249
19150,19200,2441,2006,2441,2256
19200,19250,2449,2014,2449,2264
19250,19300,2456,2021,2456,2271
19300,19350,2464,2029,2464,2279
19350,19400,2471,2036,2471,2286
19400,19450,2479,2044,2479,2294
19450,19500,2486,2051,2486,2301
19500,19550,2494,2059,2494,2309
19550,19600,2501,2066,2501,2316
19600,19650,2509,2074,2509,2324
19650,19700,2516,2081,2516,2331
19700,19750,2524,2089,2524,2339
19750,19800,2531,2096,2531,2346
19800,19850,2539,2104,2539,2354
19850,19900,2546,2111,2546,2361
19900,19950,2554,2119,2554,2369
19950,20000,2561,2126,2561,2376
20000,20050,2569,2134,2569,2384
20050,20100,2576,2141,2576,2391
20100,20150,2584,2149,2584,2399
20150,20200,2591,2156,2591,2406
20200,20250,2599,2164,2599,2414
20250,20300,2606,2171,2606,2421
20300,20350,2614,2179,2614,2429
20350,20400,2621,2186,2621,2436
20400,20450,2629,2194,2629,2444
20450,20500,2636,2201,2636,2451
20500,20550,2644,2209,2644,2459
20550,20600,2651,2216,2651,2466
20600,20650,2659,2224,2659,2474
20650,20700,2666,2231,2666,2481
20700,20750,2674,2239,2674,2489
20750,20800,2681,2246,2681,2496
20800,20850,2689,2254,2689,2504
20850,20900,2696,2261,2696,2511
20900,20950,2704,2269,2704,2519
20950,21000,2711,2276,2711,2526
21000,21050,2719,2284,2719,2534
21050,21100,2726,2291,2726,2541
21100,21150,2734,2299,2734,2549
21150,21200,2741,2306,2741,2556
21200,21250,2749,2314,2749,2564
21250,21300,2756,2321,2756,2571
21300,21350,2764,2329,2764,2579
21350,21400,2771,2336,2771,2586
21400,21450,2779,2344,2779,2594
21450,21500,2786,2351,2786,2601
21500,21550,2794,2359,2794,2609
21550,21600,2801,2366,2801,2616
21600,21650,2809,2374,2809,2624
21650,21700,2816,2381,2816,2631
21700,21750,2824,2389,2824,2639
21750,21800,2831,2396,2831,2646
21800,21850,2839,2404,2839,2654
21850,21900,2846,2411,2846,2661
21900,21950,2854,2419,2854,2669
21950,22000,2861,2426,2861,2676
22000,22050,2869,2434,2869,2684
22050,22100,2876,2441,2876,2691
22100,22150,2884,2449,2884,2699
22150,22200,2891,2456,2891,2706
22200,22250,2899,2464,2899,2714
22250,22300,2906,2471,2906,2721
22300,22350,2914,2479,2914,2729
22350,22400,2921,2486,2921,2736
22400,22450,2929,2494,2929,2744
22450,22500,2936,2501,2936,2751
22500,22550,2944,2509,2944,2759
22550,22600,2951,2516,2951,2766
22600,22650,2959,2524,2959,2774
22650,22700,2966,2531,2966,2781
22700,22750,2974,2539,2974,2789
22750,22800,2981,2546,2981,2796
22800,22850,2989,2554,2989,2804
22850,22900,2996,2561,2996,2811
22900,22950,3004,2569,3004,2819
22950,23000,3011,2576,3011,2826
23000,23050,3019,2584,3019,2834
23050,23100,3026,2591,3026,2841
23100,23150,3034,2599,3034,2849
23150,23200,3041,2606,3041,2856
23200,23250,3049,2614,3049,2864
23250,23300,3056,2621,3056,2871
23300,23350,3064,2629,3064,2879
23350,23400,3071,2636,3071,2886
23400,23450,3079,2644,3079,2894
23450,23500,3086,2651,3086,2901
23500,23550,3094,2659,3094,2909
23550,23600,3101,2666,3101,2916
23600,23650,3109,2674,3109,2924
23650,23700,3116,2681,3116,2931
23700,23750,3124,2689,3124,2939
23750,23800,3131,2696,3131,2946
23800,23850,3139,2704,3139,2954
23850,23900,3146,2711,3146,2961
23900,23950,3154,2719,3154,2969
23950,24000,3161,2726,3161,2976
24000,24050,3169,2734,3169,2984
24050,24100,3176,2741,3176,2991
24100,24150,3184,2749,3184,2999
24150,24200,3191,2756,3191,3006
24200,24250,3199,2764,3199,3014
24250,24300,3206,2771,3206,3021
24300,24350,3214,2779,3214,3029
24350,24400,3221,2786,3221,3036
24400,24450,3229,2794,3229,3044
24450,24500,3236,2801,3236,3051
24500,24550,3244,2809,3244,3059
24550,24600,3251,2816,3251,3066
24600,24650,3259,2824,3259,3074
24650,24700,3266,2831,3266,3081
24700,24750,3274,2839,3274,3089
24750,24800,3281,2846,3281,3096
24800,24850,3289,2854,3289,3104
24850,24900,3296,2861,3296,3111
24900,24950,3304,2869,3304,3119
24950,25000,3311,2876,3311,3126
25000,25050,3319,2884,3319,3134
25050,25100,3326,2891,3326,3141
25100,25150,3334,2899,3334,3149
25150,25200,3341,2906,3341,3156
25200,25250,3349,2914,3349,3164
25250,25300,3356,2921,3356,3171
25300,25350,3364,2929,3364,3179
25350,25400,3371,2936,3371,3186
25400,25450,3379,2944,3379,3194
25450,25500,3386,2951,3386,3201
25500,25550,3394,2959,3394,3209
25550,25600,3401,2966,3401,3216
25600,25650,3409,2974,3409,3224
25650,25700,3416,2981,3416,3231
25700,25750,3424,2989,3424,3239
25750,25800,3431,2996,3431,3246
25800,25850,3439,3004,3439,3254
25850,25900,3446,3011,3446,3261
25900,25950,3454,3019,3454,3269
25950,26000,3461,3026,3461,3276
26000,26050,3469,3034,3469,3284
26050,26100,3476,3041,3476,3291
26100,26150,3484,3049,3484,3299
26150,26200,3491,3056,3491,3306
26200,26250,3499,3064,3499,3314
26250,26300,3506,3071,3506,3321
26300,26350,3514,3079,3514,3329
26350,26400,3521,3086,3521,3336
26400,26450,3529,3094,3529,3344
26450,26500,3536,3101,3536,3351
26500,26550,3544,3109,3544,3359
26550,26600,3551,3116,3551,3366
26600,26650,3559,3124,3559,3374
26650,26700,3566,3131,3566,3381
26700,26750,3574,3139,3574,3389
26750,26800,3581,3146,3581,3396
26800,26850,3589,3154,3589,3404
26850,26900,3596,3161,3596,3411
26900,26950,3604,3169,3604,3419
26950,27000,3611,3176,3611,3426
27000,27050,3619,3184,3619,3434
27050,27100,3626,3191,3626,3441
27100,27150,3634,3199,3634,3449
27150,27200,3641,3206,3641,3456
27200,27250,3649,3214,3649,3464
27250,27300,3656,3221,3656,3471
27300,27350,3664,3229,3664,3479
27350,27400,3671,3236,3671,3486
27400,27450,3679,3244,3679,3494
27450,27500,3686,3251,3686,3501
27500,27550,3694,3259,3694,3509
27550,27600,3701,3266,3701,3516
27600,27650,3709,3274,3709,3524
27650,27700,3716,3281,3716,3531
27700,27750,3724,3289,3724,3539
27750,27800,3731,3296,3731,3546
27800,27850,3739,3304,3739,3554
27850,27900,3746,3311,3746,3561
27900,27950,3754,3319,3754,3569
27950,28000,3761,3326,3761,3576
28000,28050,3769,3334,3769,3584
28050,28100,3776,3341,3776,3591
28100,28150,3784,3349,3784,3599
28150,28200,3791,3356,3791,3606
28200,28250,3799,3364,3799,3614
28250,28300,3806,3371,3806,3621
28300,28350,3814,3379,3814,3629
28350,28400,3821,3386,3821,3636
28400,28450,3829,3394,3829,3644
28450,28500,3836,3401,3836,3651
28500,28550,3844,3409,3844,3659
28550,28600,3851,3416,3851,3666
28600,28650,3859,3424,3859,3674
28650,28700,3866,3431,3866,3681
28700,28750,3874,3439,3874,3689
28750,28800,3881,3446,3881,3696
28800,28850,3889,3454,3889,3704
28850,28900,3896,3461,3896,3711
28900,28950,3904,3469,3904,3719
28950,29000,3911,3476,3911,3726
29000,29050,3919,3484,3919,3734
29050,29100,3926,3491,3926,3741
29100,29150,3934,3499,3934,3749
29150,29200,3941,3506,3941,3756
29200,29250,3949,3514,3949,3764
29250,29300,3956,3521,3956,3771
29300,29350,3964,3529,3964,3779
29350,29400,3971,3536,3971,3786
29400,29450,3979,3544,3979,3794
29450,29500,3986,3551,3986,3801
29500,29550,3994,3559,3994,3809
29550,29600,4001,3566,4001,3816
29600,29650,4009,3574,4009,3824
29650,29700,4016,3581,4016,3831
29700,29750,4024,3589,4024,3839
29750,29800,4031,3596,4031,3846
29800,29850,4039,3604,4039,3854
29850,29900,4046,3611,4046,3861
29900,29950,4054,3619,4054,3869
29950,30000,4061,3626,4061,3876
30000,30050,4069,3634,4069,3884
30050,30100,4076,3641,4076,3891
30100,30150,4084,3649,4084,3899
30150,30200,4091,3656,4091,3906
30200,30250,4099,3664,4099,3914
30250,30300,4106,3671,4106,3921
30300,30350,4114,3679,4114,3929
30350,30400,4121,3686,4121,3936
30400,30450,4129,3694,4129,3944
30450,30500,4136,3701,4136,3951
30500,30550,4144,3709,4144,3959
30550,30600,4151,3716,4151,3966
30600,30650,4159,3724,4159,3974
30650,30700,4166,3731,4166,3981
30700,30750,4174,3739,4174,3989
30750,30800,4181,3746,4181,3996
30800,30850,4189,3754,4189,4004
30850,30900,4196,3761,4196,4011
30900,30950,4204,3769,4204,4019
30950,31000,4211,3776,4211,4026
31000,31050,4219,3784,4219,4034
31050,31100,4226,3791,4226,4041
31100,31150,4234,3799,4234,4049
31150,31200,4241,3806,4241,4056
31200,31250,4249,3814,4249,4064
31250,31300,4256,3821,4256,4071
31300,31350,4264,3829,4264,4079
31350,31400,4271,3836,4271,4086
31400,31450,4279,3844,4279,4094
31450,31500,4286,3851,4286,4101
31500,31550,4294,3859,4294,4109
31550,31600,4301,3866,4301,4116
31600,31650,4309,3874,4309,4124
31650,31700,4316,3881,4316,4131
31700,31750,4324,3889,4324,4139
31750,31800,4331,3896,4331,4146
31800,31850,4339,3904,4339,4154
31850,31900,4346,3911,4346,4161
31900,31950,4354,3919,4354,4169
31950,32000,4361,3926,4361,4176
32000,32050,4369,3934,4369,4184
32050,32100,4376,3941,4376,4191
32100,32150,4384,3949,4384,4199
32150,32200,4391,3956,4391,4206
32200,32250,4399,3964,4399,4214
32250,32300,4406,3971,4406,4221
32300,32350,4414,3979,4414,4229
32350,32400,4421,3986,4421,4236
32400,32450,4429,3994,4429,4244
32450,32500,4436,4001,4436,4251
32500,32550,4444,4009,4444,4259
32550,32600,4451,4016,4451,4266
32600,32650,4459,4024,4459,4274
32650,32700,4466,4031,4466,4281
32700,32750,4474,4039,4474,4289
32750,32800,4481,4046,4481,4296
32800,32850,4489,4054,4489,4304
32850,32900,4496,4061,4496,4311
32900,32950,4504,4069,4504,4319
32950,33000,4511,4076,4511,4326
33000,33050,4519,4084,4519,4334
33050,33100,4526,4091,4526,4341
33100,33150,4534,4099,4534,4349
33150,33200,4541,4106,4541,4356
33200,33250,4549,4114,4549,4364
33250,33300,4556,4121,4556,4371
33300,33350,4564,4129,4564,4379
33350,33400,4571,4136,4571,4386
33400,33450,4579,4144,4579,4394
33450,33500,4586,4151,4586,4401
33500,33550,4594,4159,4594,4409
33550,33600,4601,4166,4601,4416
33600,33650,4609,4174,4609,4424
33650,33700,4616,4181,4616,4431
33700,33750,4624,4189,4624,4439
33750,33800,4631,4196,4631,4446
33800,33850,4639,4204,4639,4454
33850,33900,4646,4211,4646,4461
33900,33950,4654,4219,4654,4469
33950,34000,4661,4226,4661,4476
34000,34050,4669,4234,4669,4484
34050,34100,4676,4241,4676,4491
34100,34150,4684,4249,4684,4499
34150,34200,4691,4256,4691,4506
34200,34250,4699,4264,4699,4514
34250,34300,4706,4271,4706,4521
34300,34350,4714,4279,4714,4529
34350,34400,4721,4286,4721,4536
34400,34450,4729,4294,4729,4544
34450,34500,4736,4301,4736,4551
34500,34550,4744,4309,4744,4559
34550,34600,4751,4316,4751,4566
34600,34650,4759,4324,4759,4574
34650,34700,4766,4331,4766,4581
34700,34750,4774,4339,4774,4589
